State_Name,District_Name,Year,T2M,RH2M,PRECTOTCORR,NDVI,Crop,Yield
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,bajra,1.4009173132153114
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,cotton(lint),0.2033898305084746
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,jowar,0.9432013769363168
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,maize,1.7972972972972974
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,rice,2.266405484818805
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,sesamum,0.1777575205104831
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,sugarcane,50.38095238095238
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,barley,3.005477872279083
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,gram,1.0847215611613517
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,potato,24.722010050251257
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,rapeseed &mustard,1.4419944940437903
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,wheat,3.30971253270213
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,sunflower,1.0
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,coriander,0.5686274509803921
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,dry chillies,0.9142857142857144
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,garlic,4.333333333333333
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,guar seed,0.8095238095238095
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,onion,12.82876712328767
uttar pradesh,agra,2015,26.391287671232845,43.29586301369864,589.3499999999998,0.4025415333810256,sweet potato,13.078260869565218
uttar pradesh,agra,2016,26.95371584699452,42.14685792349726,771.7599999999998,0.3582207536529091,arhar/tur,0.530970003895598
